fund_id,category,aum_cr,history_years,cagr_3y,cagr_5y,sharpe,sortino,annual_vol,max_drawdown,var_95,expense_ratio,exit_load,rolling_alpha_std,f_return,f_risk,f_cost,f_consistency
MI0012,Mid Cap,2248.6,12.13,15.33,16.24,0.388,0.602,25.1,43.21,17.41,1.43,1.0,5.873,0.4523345965703206,0.3145649592398324,0.4214285714285714,0.5003719546215362
MI0013,Mid Cap,1390.2,6.63,20.38,20.12,0.628,0.765,21.69,42.9,14.17,2.1,0.5,7.677,0.5895034567039318,0.4365260307379848,0.30714285714285694,0.3326204203087223
MI0015,Mid Cap,1226.2,6.81,18.93,18.63,0.515,0.617,23.57,48.09,15.25,0.79,0.0,8.704,0.5267048999836882,0.3407176379394967,0.9,0.23712107122930992
MI0016,Mid Cap,966.7,9.62,13.34,12.49,0.365,0.49,16.41,28.1,13.12,1.26,0.5,5.281,0.3440109974182101,0.6804332419942737,0.6071428571428571,0.5554212386088897
MI0017,Mid Cap,6494.0,14.44,11.82,11.32,0.214,0.286,22.53,40.27,17.77,1.91,0.5,7.144,0.2804017429153386,0.3890820967214025,0.375,0.38218337362841726
MI0018,Mid Cap,624.0,8.19,13.73,13.54,0.494,0.712,14.24,28.82,12.54,1.53,0.5,6.55,0.40418438745807594,0.7309958382935632,0.5107142857142857,0.437418634926539
MI0019,Mid Cap,709.9,13.63,13.52,13.54,0.309,0.377,22.76,37.19,19.1,1.11,0.5,9.023,0.35463698393258763,0.3893586037428415,0.6607142857142856,0.20745769016180027
MI0020,Mid Cap,4373.2,14.86,19.14,21.14,0.833,1.184,17.58,35.91,13.54,1.16,1.0,2.834,0.6749255509472458,0.5894213341998165,0.5178571428571428,0.7829644783336432
MI0021,Mid Cap,5386.3,13.62,19.9,18.39,0.772,1.176,15.4,25.6,9.88,1.2,1.0,4.907,0.5983467489519121,0.7657549404689723,0.5035714285714286,0.5901989957225218
MI0022,Mid Cap,1067.2,5.82,15.38,15.91,0.516,0.695,18.24,37.3,14.03,1.53,0.5,7.487,0.4649917339468883,0.5575672624111525,0.5107142857142857,0.3502882648316905
MI0023,Mid Cap,1149.2,13.02,21.72,21.47,0.75,1.05,19.97,29.35,12.35,1.87,0.5,8.88,0.6626495474439512,0.6023353123131056,0.38928571428571423,0.22075506788171828
MI0026,Mid Cap,580.9,13.58,12.71,13.73,0.427,0.662,16.96,35.54,12.35,0.93,1.0,7.22,0.39787287843191793,0.6221217291208515,0.6,0.37511623581923004
MI0027,Mid Cap,1465.1,11.58,22.3,20.77,0.674,0.838,21.17,44.59,14.48,0.94,0.5,7.757,0.6173886467948553,0.4310276973658631,0.7214285714285714,0.3251813278779989
MI0028,Mid Cap,6351.9,9.86,15.76,15.25,0.426,0.641,20.55,44.4,16.56,1.59,1.0,5.496,0.4344698962655308,0.41805136804245235,0.3642857142857141,0.5354286777013204
MI0029,Mid Cap,1313.4,8.27,16.5,13.93,0.396,0.497,18.79,32.89,16.01,0.93,0.0,6.597,0.38428853629109605,0.5520384696141711,0.85,0.4330481681234889
MI0030,Mid Cap,1942.6,12.94,14.64,12.63,0.351,0.514,17.46,28.44,14.5,1.32,0.5,8.021,0.34852768445608073,0.6358401575721199,0.5857142857142856,0.30063232285661134
MI0031,Mid Cap,4461.5,11.81,12.44,13.2,0.343,0.442,19.53,29.37,15.4,1.51,0.5,9.465,0.3554149772918514,0.5706235535918187,0.5178571428571428,0.1663567044820532
MI0032,Mid Cap,10290.8,9.15,10.13,9.07,0.123,0.208,20.93,37.69,15.94,1.0,0.5,7.511,0.20702263821206657,0.46900418151708145,0.7,0.3480565371024734
MI0033,Mid Cap,1192.5,13.82,18.53,16.7,0.389,0.47,26.22,41.32,15.97,1.04,1.0,6.677,0.4515622628146057,0.3235745249650228,0.5607142857142857,0.4256090756927655
MI0034,Mid Cap,1777.4,6.53,12.87,12.64,0.276,0.397,22.29,47.88,18.21,1.37,1.0,6.186,0.3304878194214551,0.3306213604213888,0.44285714285714284,0.47126650548633064
MI0035,Mid Cap,8031.6,5.87,28.24,27.11,0.919,1.464,22.42,31.45,17.11,1.58,0.0,7.297,0.8617721471909265,0.4674884953084756,0.6178571428571428,0.3679561093546587
MI0036,Mid Cap,681.2,11.07,11.66,10.59,0.137,0.22,29.81,45.15,20.31,1.77,0.5,6.677,0.24819326252495533,0.15596453076992778,0.42499999999999993,0.4256090756927655
MI0037,Mid Cap,4082.1,14.69,10.97,11.36,0.233,0.371,20.81,33.23,14.53,1.61,0.5,6.506,0.29132946715034713,0.5246644856020644,0.482142857142857,0.4415101357634368
MI0038,Mid Cap,899.9,6.72,18.04,16.15,0.466,0.706,20.7,32.27,18.23,1.43,0.5,4.252,0.46738513986194197,0.4842658496342327,0.5464285714285714,0.6511065649990702
MI0039,Mid Cap,1944.9,6.75,22.12,20.53,0.654,0.854,21.46,33.93,16.9,1.14,0.5,8.552,0.610898051742117,0.47280132312511736,0.65,0.2512553468476846
MI0040,Mid Cap,1505.8,5.53,16.26,15.94,0.61,0.731,15.47,29.77,11.49,1.03,1.0,3.685,0.4781422674756935,0.710698271500329,0.5642857142857143,0.7038311326018225
MI0041,Mid Cap,933.3,13.47,18.29,18.95,0.714,0.951,17.45,29.0,13.72,1.22,1.0,5.118,0.5856369368366009,0.64237594707428,0.49642857142857144,0.5705783894364886
MI0042,Mid Cap,919.2,6.49,8.63,9.61,0.181,0.253,17.23,32.6,12.48,1.54,0.0,6.054,0.23058312310264317,0.6367065571165246,0.6321428571428571,0.48354100799702426
MI0043,Mid Cap,2223.7,9.53,13.29,11.99,0.258,0.377,21.27,44.92,15.76,1.52,0.5,9.785,0.3103205902643096,0.4089558955395397,0.5142857142857142,0.13660033475915934
MI0044,Mid Cap,3974.6,14.9,11.71,12.33,0.317,0.397,18.39,34.61,12.64,0.67,0.5,5.21,0.3265030542656937,0.5935126358407266,0.8178571428571428,0.5620234331411568
MI0046,Mid Cap,1897.7,10.12,16.47,18.16,0.511,0.801,22.81,38.6,18.37,1.82,0.0,5.333,0.5318915628045195,0.3874259021443477,0.532142857142857,0.5505858285289195
MI0047,Mid Cap,2808.1,9.64,7.03,5.17,-0.06,-0.072,22.02,33.64,13.48,1.43,0.5,9.248,0.06362764821440518,0.5089142681939547,0.5464285714285714,0.18653524270039057
MI0048,Mid Cap,925.6,12.88,10.71,11.81,0.288,0.431,18.43,30.54,15.46,0.9,0.5,0.912,0.3137423057184432,0.58534029355848,0.7357142857142857,0.9616886739817743
MI0049,Mid Cap,3218.8,7.91,13.85,12.56,0.364,0.461,16.66,36.17,11.41,2.22,0.0,4.027,0.3429344195460068,0.636731711250756,0.3892857142857141,0.6720290124604797
MI0050,Mid Cap,3435.8,8.51,12.67,14.59,0.352,0.419,22.97,43.59,18.49,1.39,1.0,11.254,0.3894649713997998,0.34432990539285446,0.4357142857142857,0.0
MI0051,Mid Cap,15922.8,5.85,17.59,17.8,0.52,0.684,21.71,35.21,17.21,1.53,0.5,7.3,0.5124367564569507,0.45332426334971365,0.5107142857142857,0.36767714338850654
MI0052,Mid Cap,1369.3,12.15,17.22,15.5,0.673,1.124,13.38,23.56,10.65,1.54,0.5,3.579,0.5103908501997941,0.8156674538177402,0.5071428571428571,0.7136879300725312
MI0053,Mid Cap,1293.2,12.63,19.58,18.45,0.667,0.919,17.9,37.03,14.01,1.27,0.5,5.857,0.5653814987155732,0.5674380374950443,0.6035714285714285,0.5018597731076808
MI0054,Mid Cap,3296.8,5.5,19.01,19.45,0.661,1.129,19.58,37.88,17.38,1.15,1.0,6.188,0.6102754145002681,0.4780186170034978,0.5214285714285714,0.47108052817556256
MI0055,Mid Cap,3435.1,8.33,20.56,21.33,0.682,0.867,21.73,40.16,16.35,2.14,0.0,7.761,0.6351695445413831,0.4269193921978822,0.4178571428571427,0.32480937325646264
MI0056,Mid Cap,1226.7,13.82,15.99,15.41,0.402,0.633,22.19,46.77,18.19,1.75,0.0,9.586,0.4354937993989906,0.34154704318773754,0.557142857142857,0.15510507718058386
MI0058,Mid Cap,2741.2,7.29,18.05,18.46,0.568,0.69,21.05,40.29,14.12,1.6,0.5,5.212,0.534383081989666,0.4712445537032989,0.48571428571428554,0.5618374558303887
MI0059,Mid Cap,1012.2,10.11,16.57,16.22,0.506,0.837,19.22,29.83,13.17,1.05,0.5,7.455,0.4854605391217063,0.6042270067915807,0.682142857142857,0.35326390180397993
MI0060,Mid Cap,1336.6,7.68,14.41,12.36,0.352,0.527,16.64,24.71,12.1,1.85,1.0,4.574,0.3429885091856376,0.714908190544201,0.27142857142857135,0.6211642179654082
MI0061,Mid Cap,1926.0,6.99,14.67,13.19,0.37,0.497,18.09,39.28,12.36,1.1,0.5,4.087,0.36297366081146987,0.5684804403938402,0.6642857142857141,0.6664496931374373
MI0062,Mid Cap,3975.9,9.06,12.73,12.51,0.315,0.467,19.07,35.83,13.54,1.5,0.0,2.857,0.33756442599593356,0.5569507958894981,0.6464285714285714,0.7808257392598102
MI0063,Mid Cap,1170.5,6.0,17.69,18.65,0.643,1.068,18.88,32.71,13.54,0.83,0.5,3.193,0.5823831499049086,0.5848770588171781,0.7607142857142857,0.7495815510507717
MI0064,Mid Cap,585.7,9.83,15.62,17.06,0.852,1.525,12.4,23.2,9.69,0.69,1.0,3.878,0.6053667594909025,0.8531674362929392,0.6857142857142857,0.6858843221127022
MI0065,Mid Cap,567.3,11.77,13.35,13.78,0.414,0.615,17.61,25.52,11.73,1.51,1.0,3.789,0.3934286747452117,0.6922324383583056,0.3928571428571428,0.694160312441882
MI0066,Mid Cap,782.9,10.33,13.35,13.2,0.349,0.468,19.2,39.5,16.15,1.12,0.5,6.6,0.35846404827803524,0.4908113657565275,0.657142857142857,0.43276920215733683
MI0067,Mid Cap,760.1,5.02,11.16,11.56,0.281,0.389,18.02,28.34,13.17,0.7,0.5,3.782,0.30270939370890604,0.6421895504461648,0.8071428571428572,0.6948112330295704
MI0068,Mid Cap,1605.1,13.29,19.92,18.62,0.668,1.119,18.14,37.06,14.72,1.59,0.5,0.5,0.5888610108496621,0.5522614067222991,0.4892857142857141,1.0
MI0069,Mid Cap,814.5,5.92,16.31,15.63,0.441,0.643,20.71,37.84,12.93,2.14,0.5,4.278,0.44576302876109464,0.5135343368678489,0.2928571428571427,0.648688859959085
MI0070,Mid Cap,1096.9,12.41,12.55,11.06,0.3,0.453,15.22,24.68,11.28,1.89,0.5,4.869,0.29788987745543416,0.7577716855067522,0.3821428571428571,0.5937325646271154
MI0071,Mid Cap,1047.4,7.97,19.23,17.24,0.807,1.277,13.3,18.94,8.09,1.31,0.5,4.474,0.5820307991582552,0.8872382073602482,0.5892857142857142,0.6304630835038125
MI0072,Mid Cap,1309.0,12.61,13.76,13.66,0.403,0.524,17.78,36.5,14.27,1.4,1.0,8.658,0.3806550303870178,0.5706063934082658,0.43214285714285716,0.24139854937697602
MI0073,Mid Cap,5231.9,6.27,10.37,10.1,0.166,0.258,21.67,33.4,15.24,1.71,0.5,5.13,0.2421037716608693,0.49465984151963815,0.4464285714285714,0.5694625255718802
MI0074,Mid Cap,3021.6,6.05,20.08,20.41,0.558,0.784,24.91,35.9,22.04,1.79,0.5,8.078,0.5920262654115552,0.31159300057131456,0.4178571428571427,0.29533196949972107
MI0075,Mid Cap,1821.9,9.47,13.85,14.01,0.345,0.418,21.74,43.58,15.16,1.28,0.5,6.205,0.37393817246954575,0.41683420853916653,0.5999999999999999,0.4694997210340338
MI0077,Mid Cap,1315.7,6.48,16.16,16.33,0.541,0.735,18.19,31.13,12.32,1.51,0.0,4.451,0.48187671645163876,0.6287325073989101,0.6428571428571428,0.6326018225776455
MI0078,Mid Cap,2314.6,11.96,20.57,20.02,0.679,1.188,19.9,31.79,15.64,1.59,0.5,5.986,0.6321222118620035,0.5407683537992735,0.4892857142857141,0.48986423656313927
MI0079,Mid Cap,2837.6,13.21,16.08,16.08,0.488,0.809,19.62,40.96,14.52,1.35,1.0,4.693,0.4775136472243788,0.4924797373780663,0.44999999999999996,0.6100985679747071
MI0081,Mid Cap,1850.1,13.7,18.18,18.12,0.736,0.944,15.79,24.76,10.44,1.88,0.5,5.338,0.5659376356157233,0.7558917278700785,0.3857142857142857,0.5501208852519992
MI0082,Mid Cap,541.0,12.77,14.06,14.36,0.409,0.511,19.23,31.68,12.18,1.82,0.0,4.338,0.3978073078822309,0.6033618872180042,0.532142857142857,0.6431095406360423
MI0083,Mid Cap,2114.9,13.57,23.55,22.25,0.769,1.27,20.47,31.99,13.02,1.57,0.0,7.923,0.7052780452052748,0.5620957832516682,0.6214285714285713,0.3097452110842477
MI0084,Mid Cap,3278.4,11.68,16.0,15.56,0.414,0.672,21.89,36.21,19.69,2.0,1.0,7.02,0.444171669520387,0.40812508983111395,0.21785714285714275,0.39371396689603866
MI0085,Mid Cap,1465.8,11.42,7.06,5.81,-0.043,-0.066,16.18,23.73,11.71,1.26,0.5,4.988,0.0821110644642993,0.7378516880621832,0.6071428571428571,0.5826669146364143
MI0086,Mid Cap,7993.2,9.78,17.43,16.3,0.551,0.757,17.79,27.17,10.69,1.97,0.5,6.185,0.48416210479038957,0.6897905320780318,0.35357142857142854,0.47135949414171474
MI0087,Mid Cap,978.7,11.18,23.78,21.93,1.618,2.197,9.54,16.53,8.45,1.59,0.5,5.112,0.866355536699194,0.9841463414634146,0.4892857142857141,0.571136321368793
MI0088,Mid Cap,2124.2,14.11,22.3,23.32,1.0,1.323,16.82,35.39,10.2,2.54,1.0,4.284,0.7595765646327737,0.6555023795184967,0.0249999999999998,0.6481309280267807
MI0089,Mid Cap,1752.4,5.11,23.32,24.1,1.026,1.248,17.16,24.82,12.45,0.98,0.5,6.0,0.7747634235184422,0.6977856229352761,0.7071428571428571,0.4885623953877627
MI0090,Mid Cap,1670.5,7.47,11.92,12.07,0.361,0.565,15.43,24.23,12.58,1.16,0.5,4.617,0.3400845666047412,0.7389139000817,0.6428571428571428,0.6171657057838944
MI0092,Mid Cap,1951.8,14.39,13.11,12.38,0.313,0.436,18.8,39.71,15.3,1.54,0.0,3.083,0.331110780069221,0.5096133546534068,0.6321428571428571,0.7598103031430166
MI0093,Mid Cap,3517.6,8.9,16.9,20.04,1.22,1.901,11.09,21.56,8.2,2.08,0.5,4.742,0.7521168028980405,0.9149015320341558,0.31428571428571417,0.6055421238608889
MI0094,Mid Cap,5483.2,11.43,10.91,10.14,0.184,0.224,19.75,31.46,17.63,1.17,0.0,7.101,0.24159747969768824,0.5196412273363635,0.7642857142857142,0.3861818858099312
MI0095,Mid Cap,1797.0,13.25,13.42,13.23,0.427,0.738,15.75,27.34,9.64,1.72,0.5,4.51,0.39238637790021835,0.748014984889436,0.44285714285714284,0.627115491909987
MI0096,Mid Cap,3424.4,14.9,13.3,12.32,0.281,0.368,20.7,32.48,18.55,1.81,0.5,10.693,0.32005506794252997,0.4783340615929481,0.4107142857142856,0.052166635670448214
MI0097,Mid Cap,1097.6,5.78,19.59,19.54,0.899,1.169,14.51,21.81,12.41,1.65,0.5,7.255,0.6390552666350402,0.7800307531913211,0.46785714285714275,0.37186163288078855
MI0098,Mid Cap,3288.7,12.79,19.2,19.71,0.691,0.838,19.11,32.55,16.79,1.06,1.0,8.376,0.5920250122136266,0.5369488558279911,0.5535714285714285,0.2676213501952762
MI0099,Mid Cap,1055.5,13.76,17.11,16.47,0.554,0.785,18.01,33.51,12.18,1.89,0.5,7.372,0.4914434273103765,0.6165404732668314,0.3821428571428571,0.3609819602008555
MI0101,Mid Cap,11268.7,12.29,14.75,14.54,0.414,0.518,19.44,36.71,15.53,1.61,0.5,4.638,0.40353280538664893,0.5150849866291558,0.482142857142857,0.6152129440208294
MI0102,Mid Cap,1643.9,7.9,13.02,12.84,0.35,0.448,18.11,29.64,13.67,1.47,1.0,1.339,0.3474894706107905,0.6235380366022445,0.40714285714285714,0.9219825181327878
MI0103,Mid Cap,508.5,11.13,19.48,17.89,0.836,1.194,13.62,22.84,10.31,1.48,0.5,4.787,0.5934319492301221,0.8204175534673145,0.5285714285714285,0.601357634368607
MI0104,Mid Cap,1215.9,9.65,20.71,20.71,1.028,1.317,13.83,28.11,12.13,1.37,0.5,6.611,0.6952324106090886,0.7510486519888524,0.5678571428571428,0.4317463269481123
MI0105,Mid Cap,4845.6,6.86,20.23,19.56,0.77,1.222,16.96,35.65,13.33,1.62,1.0,6.129,0.6323228448078089,0.6080067300681253,0.3535714285714284,0.47656685884322114
MI0106,Mid Cap,2767.6,5.49,12.98,11.75,0.277,0.381,18.97,31.45,13.15,1.41,0.0,6.514,0.3064026488561638,0.5977380531074576,0.6785714285714286,0.44076622652036446
MI0107,Mid Cap,2176.6,5.29,5.04,3.61,-0.171,-0.212,16.87,31.33,12.15,1.1,0.5,8.227,0.0,0.6588206643204443,0.6642857142857141,0.2814766598474986
MI0108,Mid Cap,4018.3,5.14,8.93,11.64,0.243,0.376,21.19,34.38,13.56,1.03,1.0,6.883,0.2998864238844972,0.5206334027331707,0.5642857142857143,0.40645341268365254
MI0109,Mid Cap,2619.8,11.02,21.69,20.87,0.797,1.147,18.02,26.0,11.85,1.14,0.0,7.38,0.6610967139331152,0.6778568843231509,0.775,0.36023805095778316
MI0110,Mid Cap,4788.0,7.87,14.39,12.15,0.361,0.433,15.62,31.09,10.05,1.48,0.5,4.059,0.32954363584655444,0.7168500270849101,0.5285714285714285,0.6690533754881904
MI0111,Mid Cap,3731.3,6.38,13.0,11.66,0.286,0.363,18.03,27.7,15.2,1.39,0.5,3.97,0.30325404969900005,0.6193239943028731,0.5607142857142857,0.6773293658173702
MI0112,Mid Cap,6200.3,11.61,22.57,22.01,0.784,0.96,19.79,34.45,16.06,1.48,0.5,8.989,0.6710599608719267,0.5173065634916917,0.5285714285714285,0.21061930444485766
MI0113,Mid Cap,2371.7,11.56,21.06,21.22,0.731,1.098,20.14,36.04,15.29,1.58,1.0,6.293,0.6590487459632371,0.5078879973570527,0.36785714285714277,0.461316719360238
MI0114,Mid Cap,3687.9,9.93,16.1,16.26,0.382,0.45,25.57,39.58,18.22,1.18,0.0,5.424,0.43778893034099314,0.32073879698801966,0.7607142857142857,0.5421238608889715
MI0115,Mid Cap,1437.7,14.28,14.83,15.14,0.519,0.87,16.66,24.58,13.34,1.91,0.5,4.714,0.46235100335675133,0.6986498585477305,0.375,0.608145806211642
MI0116,Mid Cap,1173.0,8.24,15.47,14.2,0.411,0.582,18.74,31.46,15.82,1.31,1.0,4.831,0.4006900269498193,0.5665892715578023,0.4642857142857142,0.5972661335317091
MI0117,Mid Cap,7269.6,13.19,16.91,16.82,0.503,0.726,20.49,44.3,17.71,1.25,0.0,4.863,0.48987187668208976,0.4045606083955837,0.7357142857142857,0.5942904965594197
MI0119,Mid Cap,3395.2,12.14,17.69,16.45,0.577,0.701,17.25,29.41,14.59,0.76,0.0,3.179,0.48512201397800797,0.6319118868691337,0.9107142857142857,0.7508833922261484
MI0120,Mid Cap,1976.7,14.87,18.9,17.3,0.796,1.034,13.58,19.43,10.23,1.12,0.5,5.235,0.559356163500287,0.8483014302509242,0.657142857142857,0.5596987167565557
MI0121,Mid Cap,1184.8,13.31,20.68,18.75,0.712,0.964,17.21,32.36,12.78,1.74,0.0,4.81,0.5815938373385472,0.634909230592884,0.5607142857142856,0.5992188952947741
MI0122,Mid Cap,1814.9,10.38,11.32,12.1,0.367,0.542,15.24,22.46,13.1,0.79,0.5,7.712,0.3392284302907641,0.7495357338860613,0.7749999999999999,0.3293658173702808
MI0123,Mid Cap,5762.2,10.89,19.02,19.35,0.991,1.41,12.96,23.76,9.28,1.79,1.0,6.064,0.6659480048179396,0.8420355069373484,0.2928571428571427,0.48261112144318385
MI0124,Mid Cap,2772.4,7.89,14.82,15.49,0.555,0.789,16.22,32.46,11.66,1.93,1.0,6.275,0.46697287816915056,0.671303796978856,0.24285714285714288,0.46299051515715073
MI0125,Mid Cap,621.5,11.47,5.94,5.48,-0.066,-0.119,15.34,26.67,10.6,1.27,1.0,4.389,0.06646901175034761,0.7492001615800876,0.47857142857142854,0.6383671192114562
MI0126,Mid Cap,1535.8,12.47,7.49,7.92,0.067,0.096,21.04,34.5,15.9,1.5,0.5,5.966,0.1617405140496626,0.4913442759572486,0.5214285714285714,0.4917240096708201
MI0127,Mid Cap,7759.8,14.98,11.93,9.31,0.133,0.165,21.1,30.35,16.11,1.79,1.0,6.838,0.20998774493702987,0.518701684149022,0.2928571428571427,0.41063790217593454
MI0128,Mid Cap,1537.4,9.42,18.12,18.66,0.768,1.007,15.84,22.48,12.64,1.24,0.5,7.056,0.5887358527597542,0.7422966429304259,0.6142857142857143,0.3903663753022131
MI0130,Mid Cap,8541.7,10.55,16.74,16.99,0.839,1.258,12.5,26.33,8.31,1.17,0.5,7.442,0.5769054621844492,0.8458623991555391,0.6392857142857142,0.3544727543239724
MI0131,Mid Cap,3072.1,5.31,23.8,23.76,0.999,1.41,17.27,27.55,14.85,1.23,1.0,5.896,0.7789716217371627,0.6420785843205262,0.4928571428571429,0.49823321554770317
MI0132,Mid Cap,1708.4,6.69,10.92,9.24,0.134,0.24,20.4,37.92,14.36,1.12,0.5,7.559,0.2154473623518725,0.5004318321265725,0.657142857142857,0.34359308164403934
MI0133,Mid Cap,1373.8,7.62,15.89,13.59,0.324,0.487,21.89,42.62,19.19,1.52,0.5,5.369,0.3678202218847571,0.36619195089486145,0.5142857142857142,0.5472382369350939
MI0134,Mid Cap,4273.2,12.04,17.22,15.86,0.567,0.819,16.5,23.91,10.93,1.81,0.5,2.558,0.48039353649019284,0.7399489178769619,0.4107142857142856,0.8086293472196392
MI0135,Mid Cap,1221.0,6.02,13.05,13.23,0.297,0.474,22.68,34.53,17.42,1.34,0.5,6.798,0.35484469138282915,0.4341116210228805,0.5785714285714285,0.4143574483912962
MI0136,Mid Cap,4516.0,5.82,16.11,16.44,0.726,1.298,13.7,22.8,10.42,0.96,0.5,6.901,0.5559489204609425,0.8174549662496309,0.7142857142857143,0.4047796168867398
MI0138,Mid Cap,2169.5,13.61,21.64,19.96,0.627,0.921,21.48,37.62,13.79,1.54,0.5,6.979,0.6001994201736165,0.48645872493644104,0.5071428571428571,0.3975265017667844
MI0139,Mid Cap,2009.9,11.63,13.27,11.91,0.218,0.322,24.85,49.38,21.69,2.05,0.0,5.86,0.2992321737142543,0.2152359548147763,0.44999999999999996,0.5015808071415286
MI0142,Mid Cap,988.4,10.15,20.11,17.91,1.008,1.479,11.32,24.83,8.52,1.67,0.5,6.173,0.6374856160165163,0.8806113962767049,0.46071428571428563,0.47247535800632323
MI0143,Mid Cap,648.4,7.11,15.79,14.3,0.654,0.945,11.92,23.88,7.28,1.32,1.0,4.444,0.46097741757545413,0.8913122316808195,0.46071428571428563,0.6332527431653339
MI0144,Mid Cap,2907.7,10.56,15.88,15.48,0.462,0.637,19.45,40.5,14.57,1.27,1.0,8.053,0.4433738675487024,0.49907172165315283,0.47857142857142854,0.29765668588432204
MI0145,Mid Cap,2947.4,8.78,13.66,11.75,0.296,0.536,17.75,36.66,12.05,1.06,0.5,4.331,0.32298197234353876,0.6001378976302678,0.6785714285714285,0.6437604612237307
MI0146,Mid Cap,2611.0,14.16,16.48,15.84,0.617,0.751,15.13,30.02,10.63,1.89,0.5,4.66,0.4781693122955089,0.727999792624204,0.3821428571428571,0.6131671936023805
MI0147,Mid Cap,2465.0,7.17,17.27,18.04,0.6,1.051,19.23,39.26,15.28,0.51,0.5,8.984,0.5611379279746724,0.5037576829692748,0.875,0.21108424772177792
MI0148,Mid Cap,1424.1,11.47,12.86,10.8,0.222,0.323,19.4,41.67,14.54,1.68,1.0,7.616,0.27145233310081796,0.491697663010792,0.3321428571428571,0.33829272828714896
MI0150,Mid Cap,1739.7,14.51,13.56,14.29,0.4,0.566,19.48,37.22,12.11,1.26,0.0,6.576,0.4004084212475262,0.5566630582644225,0.7321428571428571,0.4350009298865538
MI0151,Mid Cap,1267.6,14.79,25.2,24.2,0.76,1.198,23.3,42.22,15.28,1.99,1.0,6.643,0.7471994563546535,0.3909100770174062,0.2214285714285713,0.4287706899758229
MI0152,Mid Cap,1432.9,12.13,15.64,14.45,0.418,0.517,19.03,39.59,12.51,1.15,1.0,1.08,0.4015276078493042,0.543224018724623,0.5214285714285714,0.946066579877255
MI0153,Mid Cap,9544.6,9.12,22.18,23.08,0.891,1.333,18.6,32.45,14.55,1.16,0.5,4.356,0.7440340400898017,0.5793831887324921,0.6428571428571428,0.6414357448391297
MI0154,Mid Cap,614.7,6.42,15.22,14.35,0.345,0.466,22.73,46.72,14.85,1.35,0.5,6.226,0.38716684895306425,0.37519627512985854,0.575,0.4675469592709689
MI0155,Mid Cap,2652.0,12.94,17.04,17.86,0.73,1.168,15.58,31.77,13.47,1.54,0.5,5.104,0.5800908487646803,0.6662294022581542,0.5071428571428571,0.5718802306118653
MI0156,Mid Cap,631.0,12.1,10.71,10.73,0.147,0.264,28.85,62.59,19.13,1.25,0.5,7.253,0.2569024221688288,0.06074317847273192,0.6107142857142857,0.37204761019155663
MI0157,Mid Cap,1660.8,6.44,14.21,13.3,0.335,0.499,20.31,32.48,12.74,0.85,0.5,8.158,0.3626294760642228,0.5657184642973598,0.7535714285714286,0.2878928770689976
MI0158,Mid Cap,1315.3,8.96,16.84,16.92,0.512,0.721,20.33,40.01,17.54,1.1,0.0,5.548,0.49279861938014,0.44301496298597454,0.7892857142857141,0.5305932676213502
MI0159,Mid Cap,529.7,9.09,22.34,22.23,0.755,1.097,20.84,41.79,14.35,1.85,0.5,4.263,0.6869509148648072,0.4613919084070228,0.39642857142857135,0.6500836897898457
MI0160,Mid Cap,2428.9,13.09,16.89,17.61,0.435,0.518,25.57,54.95,18.61,1.43,0.5,7.13,0.4836839491419939,0.19866093107258243,0.5464285714285714,0.38348521480379394
MI0161,Mid Cap,1365.5,11.52,21.53,20.38,0.637,0.836,21.77,46.28,19.33,1.56,0.5,5.654,0.6037447171138124,0.33914741729316966,0.4999999999999999,0.5207364701506416
MI0162,Mid Cap,526.8,11.07,18.56,18.11,0.868,1.022,13.38,24.88,11.82,1.31,0.5,5.29,0.5856926030800775,0.7897834001443766,0.5892857142857142,0.5545843407104334
MI0163,Mid Cap,3493.4,11.15,22.51,21.94,0.646,1.011,23.91,44.56,19.48,1.17,1.0,5.888,0.6609883729508951,0.30267617233411004,0.5142857142857142,0.4989771247907755
MI0164,Mid Cap,5757.4,6.98,15.76,16.11,0.54,0.686,17.81,27.31,11.05,1.99,0.5,9.96,0.47151220362121643,0.6834046475902309,0.3464285714285713,0.12032732006695168
MI0165,Mid Cap,6034.9,8.09,25.56,23.83,0.894,1.248,19.38,42.24,15.07,1.33,1.0,2.017,0.7553128618735347,0.4806287901242713,0.4571428571428571,0.8589362097824066
MI0167,Mid Cap,1863.5,12.66,12.93,12.99,0.312,0.368,20.84,41.26,18.43,1.78,0.5,6.161,0.34006443458640323,0.41013471118459455,0.4214285714285714,0.4735912218709317
MI0168,Mid Cap,5257.0,8.76,11.16,9.08,0.154,0.207,16.72,34.05,10.56,1.15,1.0,4.432,0.2101357031440917,0.6630267311590723,0.5214285714285714,0.6343686070299424
MI0169,Mid Cap,7118.3,8.82,25.32,26.27,1.022,1.247,19.35,33.92,13.91,1.19,0.5,7.668,0.8295267176745174,0.5602348406844417,0.6321428571428571,0.3334573182071787
MI0170,Mid Cap,4460.7,6.7,19.28,21.46,0.831,1.082,18.01,28.25,12.51,1.4,0.0,7.404,0.6731620184814353,0.652038533414606,0.6821428571428572,0.35800632322856607
MI0171,Mid Cap,942.8,6.3,14.66,15.37,0.344,0.586,25.74,39.92,16.44,1.4,0.5,6.473,0.4244707916956637,0.3385004012336209,0.5571428571428572,0.4445787613911103
